branch	chrbin	group	chr	pos	A	B	C	Q
b	1	160	1	163	11000.49366	7319.81244	6736.742712	1764549810
b	1	160	1	164	11930.68852	3845.261098	3868.90911	2855372650
b	1	165	1	165	-518.6179	-1362.4889	5323.6224	1369007300
b	1	165	1	166	9376.939126	2592.078256	7357.67956	2042610840
b	1	165	1	167	906.25147	6962.50201	4950.055962	1363732440
b	1	165	1	168	1454.35163	86.52674	8429.27959	1809528690
b	1	165	1	169	-1254.87068	5565.97026	2654.32565	1626374720
b	1	170	1	170	7640.432202	7553.7047	9861.87049	2039425100
b	1	170	1	171	-514.99905	-2273.67909	6839.68988	1663692860
b	1	170	1	172	6222.79777	-718.391381	3789.88519	1485480000
b	1	170	1	173	3425.129077	2290.76379	2151.259425	1591917800
b	1	170	1	174	3231.55854	-4543.37603	10972.10026	1678665620
b	1	175	1	175	6218.02068	7493.985966	5014.72828	1609073290
b	1	175	1	176	4010.1419	1221.8884	5385.65966	900783630
b	1	175	1	177	5414.09972	3429.45419	588.27265	2149424600
b	1	175	1	178	5572.4257	-1857.40412	239.04586	1288140530
b	1	175	1	179	2931.1714	3227.4809	8900.08849	1251003600
b	1	180	1	180	1376.37525	7010.72481	7606.58722	1102835730
b	1	180	1	181	6943.862419	-1206.61303	3388.22707	1386861480
b	1	180	1	182	2041.41875	2661.0278	-9.47522	700673620
b	1	180	1	183	6775.30787	-2362.408126	1531.76271	2000263680
b	1	180	1	184	2091.63949	3761.52446	439.35716	1884049900
b	1	185	1	185	14951.04866	-2354.524956	8651.628409	1649168300
b	1	185	1	186	2347.1239	6761.32875	-38.47401	2096514900
b	1	185	1	187	1020.72505	1771.8958	3549.6448	1117771310
b	1	185	1	188	4157.3611	3374.42507	10847.85665	2113227700
b	1	185	1	189	11885.63284	7429.52292	8200.69728	2281293500
b	1	190	1	190	9258.9304	1056.17717	4072.00908	2492367220
b	1	190	1	191	11600.7003	2638.80682	8080.76993	1930386700
b	1	190	1	192	2036.6837	5991.61311	3259.58073	1418424300
b	1	190	1	193	7219.30706	1257.73281	2405.75945	881182665
b	1	190	1	194	8791.3758	2150.44548	3137.36266	527204920
b	1	195	1	195	1107.12514	344.28769	-592.8867	170692170
b	2	0	2	0	9304.3854	1432.3107	1137.9031	329753860
b	2	0	2	1	15167.7146	2538.927618	11190.90911	1782820020
b	2	0	2	2	8813.975831	469.036058	4806.61566	1693190420
b	2	0	2	3	7365.552462	7995.28165	4066.117159	1250234200
b	2	0	2	4	66.44555	-3105.3674	1964.413	1280956450
b	2	5	2	5	9182.58578	5026.5012	7754.55991	2113624430
b	2	5	2	6	8831.966	7290.526	-1326.12421	1525530200
b	2	5	2	7	4736.24458	5656.88361	8743.15886	2151617300
b	2	5	2	8	5272.79959	6559.76322	12126.88314	2417270820
b	2	5	2	9	4563.084623	-773.15081	-335.67693	2276361900
b	2	10	2	10	8541.7846	2514.19382	9960.784982	2357861240
b	2	10	2	11	7113.569163	2193.805613	-2323.44276	2703792296
b	2	10	2	12	2322.15536	4069.11152	8732.29175	2221642670
b	2	10	2	13	5361.71692	5185.6212	1485.91444	1553395800
b	2	10	2	14	11442.80836	6397.004298	3635.766358	2274578940
b	2	15	2	15	6848.094831	5334.9273	662.14796	2034285610
b	2	15	2	16	2079.98422	6435.51948	2178.2319	952471962
b	2	15	2	17	6358.97398	-1577.492	7426.02486	1768985700
b	2	15	2	18	4604.1949	1078.70969	7171.962349	1540383690
b	2	15	2	19	5957.53415	-1701.33891	8104.31566	1241840700
b	2	20	2	20	-1038.075177	9038.59924	3055.56352	1368272740
b	2	20	2	21	2547.27344	3690.26136	2402.39575	1693178560
b	2	20	2	22	-720.3446	5786.26898	5587.361725	1580563380
b	2	20	2	23	4523.669	3156.0721	3647.12	1817579020
b	2	20	2	24	2471.88427	6469.05377	11655.0142	1626242220
b	2	25	2	25	8135.97273	7927.51553	5583.39685	2246827410
b	2	25	2	26	-75.13539	7001.56693	77.9681	1494247480
b	2	25	2	27	1575.7617	7369.66163	5120.73039	2205172500
b	2	25	2	28	4871.5137	1783.5053	2209.798718	1708896812
b	2	25	2	29	8140.4709	3657.07137	6900.52007	1911688100
b	2	30	2	30	7657.19776	5482.85571	3429.43248	2145784980
b	2	30	2	31	1368.528055	2166.8869	7119.37972	1441212960
b	2	30	2	32	9840.5211	10500.4522	11413.21474	2821622900
b	2	30	2	33	9138.42083	7214.57917	8750.11299	1893463100
b	2	30	2	34	2712.0854	4765.0267	6681.53211	1522331970
b	2	35	2	35	8601.9162	5773.63201	-577.284831	2039331500
b	2	35	2	36	-2391.83202	865.92004	8018.99033	1495307500
b	2	35	2	37	7497.38967	-1773.92798	9530.056418	2408534180
b	2	35	2	38	-5757.87589	8071.22061	7551.303945	2255909800
b	2	35	2	39	9203.79582	8481.28123	4233.547705	2707905990
b	2	40	2	40	4532.56023	4796.1201	2705.26908	1572067020
b	2	40	2	41	16042.3475	2672.034707	2701.10404	1626870400
b	2	40	2	42	-3588.7507	-691.8672	570.85444	877330540
b	2	40	2	43	4580.35236	1161.150924	3428.18203	1822018560
b	2	40	2	44	2860.980928	1437.432013	9270.02457	1597260300
b	2	45	2	45	4796.68525	-1859.74651	10000.96574	1969018610
b	2	45	2	46	1436.11481	4147.67638	2200.55047	1564376840
b	2	45	2	47	1603.2982	5294.4623	1142.1175	1240266980
b	2	45	2	48	7285.02956	4616.59185	-877.4409	1049445180
b	2	45	2	49	5877.039	1680.48605	6776.13489	1347635590
b	2	50	2	50	5147.81074	3991.05484	8987.128158	2221939430
b	2	50	2	51	4349.74929	3690.36171	-3379.387	1892040950
b	2	50	2	52	10944.23581	24.60732	7080.8114	1224793760
b	2	50	2	53	2807.0002	3374.5802	1082.255	805822160
b	2	50	2	54	1276.68152	381.85064	1616.607846	589860554
b	2	55	2	55	-109.8161	4643.93477	31.20228	881469380
b	2	55	2	56	6074.82443	-63.47692	2686.49871	903680660
b	2	55	2	57	-220.919879	3852.4726	-85.50215	2258431320
b	2	55	2	58	7175.907	7241.922411	5784.844852	2611962580
b	2	55	2	59	2797.7405	7780.07144	1692.52485	1522067630
b	2	60	2	60	7340.7271	5902.50659	3850.51988	2099630900
b	2	60	2	61	15477.20715	7251.33636	10070.85764	2380737700
b	2	60	2	62	6442.89374	1916.36713	2084.78957	1826720410
b	2	60	2	63	7316.207602	5938.97983	8840.01739	2417053900
b	2	60	2	64	5634.45805	5094.73484	4255.367247	2150631700
b	2	65	2	65	5539.3375	6570.055191	3891.82707	1873064574
b	2	65	2	66	4194.53494	8791.35593	3709.39106	1720363148
b	2	65	2	67	1862.583154	3344.93306	4080.1693	2024775000
b	2	65	2	68	5485.7585	4715.53904	3535.07749	2069920100
b	2	65	2	69	-1413.192	5962.11386	3831.50403	2235954870
b	2	70	2	70	5214.551	3382.81345	7487.77033	1978493990
b	2	70	2	71	775.91799	9757.128767	2558.52074	1889370000
b	2	70	2	72	-5050.53008	3968.3541	10263.14996	1771137520
b	2	70	2	73	2829.23615	2325.66179	9122.2843	1349372132
b	2	70	2	74	-6309.83135	1421.92547	7231.36504	1297127990
b	2	75	2	75	3771.49675	-272.921	2408.5855	1711584900
b	2	75	2	76	1748.28556	-313.49738	5834.060463	1459921660
b	2	75	2	77	-1115.49339	2191.63553	5045.82716	1286111910
b	2	75	2	78	5626.47999	-588.57611	-691.84269	1355843380
b	2	75	2	79	2769.62447	2586.30846	2534.13558	814050160
b	2	80	2	80	2801.773068	667.569135	4194.05315	1426313750
b	2	80	2	81	-64.99711	5016.17525	6458.56514	1644331000
b	2	80	2	82	6906.890061	-3886.62349	467.993954	1701535960
b	2	80	2	83	3315.94749	-2987.8946	4368.88944	1777907670
b	2	80	2	84	2355.77726	-213.18417	7079.01	1380117840
b	2	85	2	85	483.3358	1200.753645	-4335.83847	1795165450
b	2	85	2	86	4439.7429	3576.44411	3052.91473	2289039240
b	2	85	2	87	8641.452272	1844.958535	6917.722552	1808623848
b	2	85	2	88	-705.5982	1511.07481	975.0265	270518570
b	2	85	2	89	7660.02414	6779.46767	8730.319386	1586758400
b	2	90	2	90	12286.14954	5183.072175	7298.133819	2321661810
b	2	90	2	91	6221.13017	2509.871102	2034.730677	2127215500
b	2	90	2	92	-481.4604479	5699.263283	11105.31925	1937700466
b	2	90	2	93	4379.4317	1021.50294	3653.300106	1505152820
b	2	90	2	94	3119.398509	8821.5802	8571.715576	1602851740
b	2	95	2	95	2232.077509	959.19254	1540.91319	1983332524
b	2	95	2	96	-550.77549	1074.9288	10024.92129	2043294550
b	2	95	2	97	2043.5989	574.97756	-3189.792433	1502105200
b	2	95	2	98	8821.3144	11331.25018	8102.6481	2200154800
b	2	95	2	99	7133.55552	6267.37814	7258.338621	2040643740
b	2	100	2	100	7237.67626	-346.381493	3092.20797	2022517530
b	2	100	2	101	4149.35357	7387.523634	4744.95672	2442133600
b	2	100	2	102	4746.10186	846.2833	5304.11329	1657148290
b	2	100	2	103	-3380.808	7515.143374	3970.11779	2103607800
b	2	100	2	104	13303.2168	7061.07595	9238.00981	2691756600
b	2	105	2	105	3629.85927	6433.7327	7772.3884	1701722990
b	2	105	2	106	5804.98915	-2383.1635	180.68862	1624292200
b	2	105	2	107	8881.62414	5998.5135	1110.063676	1741851230
b	2	105	2	108	5354.980663	-3891.478282	3167.54604	1839763490
b	2	105	2	109	1950.88127	-2977.54677	2818.37877	1672616072
b	2	110	2	110	8490.74832	7921.95136	4969.42404	1683970280
b	2	110	2	111	8303.58726	-367.3527	3339.71435	2096390370
b	2	110	2	112	7353.464604	2249.19565	6742.94768	2378175940
b	2	110	2	113	3836.4601	2576.21425	3495.682	2200823230
b	2	110	2	114	2531.40113	7637.22841	9271.2625	2172945340
b	2	115	2	115	337.8391	-2008.2144	4700.13438	1513443500
b	2	115	2	116	4332.718252	4172.6684	5345.287768	1680708010
b	2	115	2	117	2514.9974	2701.342837	3386.950641	1752112730
b	2	115	2	118	6370.78056	336.41639	5926.84858	2618075470
b	2	115	2	119	7412.42941	1353.4125	1524.651854	2186009540
b	2	120	2	120	8744.48588	5170.81649	6104.0091	1563211390
b	2	120	2	121	3026.42378	8935.14393	-2819.16486	2059445470
b	2	120	2	122	8783.4482	8788.0433	6567.01923	1737246050
b	2	120	2	123	-1597.1876	5105.48812	2013.92052	1604927900
b	2	120	2	124	777.1777	-120.688354	565.51083	1840873060
b	2	125	2	125	4774.82536	1260.93151	4609.33764	2324049130
b	2	125	2	126	3030.26566	2780.7056	1090.05488	1691103940
b	2	125	2	127	-305.9078	2946.3473	5811.1862	995236400
b	2	125	2	128	5048.2765	7981.54572	6107.14084	1664817170
b	2	125	2	129	5494.49158	7293.78052	2777.79623	1948202606
b	2	130	2	130	5412.68647	5794.29436	6560.81447	1742322090
b	2	130	2	131	6723.41778	-2232.84372	3394.31994	1706293630
b	2	130	2	132	2768.5	-517.05961	1410.046744	992248892
b	2	130	2	133	3361.7172	3482.20047	2809.94679	1143479660
b	2	130	2	134	4368.341469	-580.33126	7414.26641	2777507310
b	2	135	2	135	11427.1391	10008.76549	7879.334533	2648935900
b	2	135	2	136	-587.50292	1933.408066	7365.72805	1698951662
b	2	135	2	137	7587.45012	3861.9489	3239.37791	2007601670
b	2	135	2	138	6929.87951	4237.55821	125.9028	2117359960
b	2	135	2	139	23807.1901	2859.60773	8323.448332	2857848010
b	2	140	2	140	5213.2541	7586.16904	-148.36772	1746899400
b	2	140	2	141	-31.3799	4394.085	2009.96318	1773621100
b	2	140	2	142	4734.24338	5439.34957	2981.03478	1778757000
b	2	140	2	143	4886.6666	1549.90536	5527.350377	1855602404
b	2	140	2	144	14566.0681	2889.81736	12280.32439	2349352720
b	2	145	2	145	-229.7285	3098.60435	6699.99129	1217589000
b	2	145	2	146	16975.46469	8029.86509	7686.94784	2038059570
b	2	145	2	147	9499.83274	7026.7107	5362.525671	1751211000
b	2	145	2	148	5304.0238	422.60357	1186.825958	798939820
b	3	0	3	0	4359.5965	6133.59895	2190.65059	1727712140
b	3	0	3	1	10978.9722	10388.28381	10342.05859	2802124100
b	3	0	3	2	5569.7927	5748.45396	3560.99831	796443568
b	3	0	3	3	8348.84134	3132.04184	2835.039151	711013990
b	3	0	3	4	-314.14426	5877.43244	-2006.57947	1567931950
b	3	5	3	5	9486.23878	7030.57604	7327.18646	1795711240
b	3	5	3	6	-3603.09018	3769.2461	-116.69647	1732655030
b	3	5	3	7	8994.24038	6127.38661	2340.85475	1784266500
b	3	5	3	8	5223.9908	765.47592	9499.56098	1431531300
b	3	5	3	9	5443.07164	5352.0169	4554.659835	920479900
b	3	10	3	10	-3531.17725	5368.84611	11412.83655	2387168360
b	3	10	3	11	2179.473669	-965.85032	2967.17229	1072086430
b	3	10	3	12	17532.3629	8290.51298	8418.201924	2183927040
b	3	10	3	13	8268.7554	4820.7156	7235.63585	1737561430
b	3	10	3	14	2557.402596	5852.05303	9745.572851	2096320160
b	3	15	3	15	2493.5509	4708.47736	5615.1505	906196290
b	3	15	3	16	588.9189	3703.36235	4354.60723	924573220
b	3	15	3	17	15596.6315	6285.84328	-3481.74545	1720551140
b	3	15	3	18	8595.821046	5475.78439	9416.71697	2092258300
b	3	15	3	19	4610.706147	3818.290651	1110.16966	2288061740
b	3	20	3	20	3859.72979	-2917.09558	7776.69873	2123230400
b	3	20	3	21	8014.26914	235.19312	4846.8448	1063613320
b	3	20	3	22	18519.6638	10656.01309	9482.90812	2393788720
b	3	20	3	23	3662.6717	522.93783	3011.16803	2172845130
b	3	20	3	24	9923.46933	2722.06872	5182.6629	1724936900
b	3	25	3	25	7635.09579	3456.33558	4947.283013	2277168900
b	3	25	3	26	11212.90164	4621.84499	9249.20922	1477889970
b	3	25	3	27	4680.29223	7167.94302	1085.245762	2498277100
b	3	25	3	28	595.90105	383.8287	1412.2455	1199651390
b	3	25	3	29	10063.7636	2597.004281	1307.99645	2268285500
b	3	30	3	30	5253.4057	1653.862857	-325.83007	1043831400
b	3	30	3	31	4418.48697	-3262.36184	2855.78657	1652423940
b	3	30	3	32	1315.94549	3980.57446	2421.96333	1973160570
b	3	30	3	33	4640.28056	-2512.9953	4240.291266	1175026600
b	3	30	3	34	8846.77097	3093.14573	6706.05297	1495809530
b	3	35	3	35	3150.2112	4864.73377	5649.234779	1435285390
b	3	35	3	36	1948.8941	1661.659757	800.84141	1275521860
b	3	35	3	37	7219.689369	72.51107	2621.23787	1597660330
b	3	35	3	38	3127.44368	-1271.41172	2066.90904	1495411160
b	3	35	3	39	12402.0264	4492.06532	6479.67837	1692972400
b	3	40	3	40	6311.20316	6053.40735	7556.7342	2005804490
b	3	40	3	41	10644.3669	8216.23837	11235.04983	1934110920
b	3	40	3	42	-81.59524	9080.823	14684.33232	2243588100
b	3	40	3	43	6406.041	2163.98094	4329.5328	1701270600
b	3	40	3	44	1703.67166	1754.05103	1297.22146	1293271620
b	3	45	3	45	3860.7156	-4388.82987	4618.25962	1195804020
b	3	45	3	46	1998.4972	5361.87852	3228.36151	1809238470
b	3	45	3	47	4354.29041	1878.400468	575.0901	1359888800
b	3	45	3	48	2693.61945	-2296.98465	1874.51474	1216684190
b	3	45	3	49	1119.43217	5236.833983	4369.53519	1622710938
b	3	50	3	50	5187.2079	3515.368421	11529.25733	2419273000
b	3	50	3	51	4953.8522	5242.56257	6190.41965	1272999500
b	3	50	3	52	-2514.7164	1485.295181	-683.34291	2160739100
b	3	50	3	53	3774.918221	6042.82514	-59.388375	2252343980
b	3	50	3	54	3183.30777	3032.340286	5452.86935	1746445210
b	3	55	3	55	4950.92573	7243.54608	10191.58721	2645035000
b	3	55	3	56	-3599.52093	10851.95813	1689.09097	1724162660
b	3	55	3	57	2975.004554	3917.22659	-742.15582	1610153630
b	3	55	3	58	2330.5087	3032.1239	2193.53355	1673344200
b	3	55	3	59	9018.28322	10725.02308	118.24127	2153909320
b	3	60	3	60	2643.025648	3867.8067	-2470.25234	2397742480
b	3	60	3	61	5676.3199	-656.243809	6747.35392	2446237100
b	3	60	3	62	5589.32855	4235.481403	1230.0577	1211212100
b	3	60	3	63	4778.551	-209.6645	4461.12306	1609693360
b	3	60	3	64	12689.04391	2584.428411	4833.22416	2582830960
b	3	65	3	65	148.87437	4022.8852	-25.07426	1259469710
b	3	65	3	66	4983.1166	392.3313	1398.2176	770278510
b	3	65	3	67	-129.90341	2108.82081	5031.9307	1184837690
b	3	65	3	68	4820.651847	5355.04119	6216.5346	2134704750
b	3	65	3	69	-4956.5622	-325.86506	4352.14313	1365319850
b	3	70	3	70	1366.00602	1889.916158	4506.6272	1183012460
b	3	70	3	71	11745.85241	8030.36359	3809.49624	2399692360
b	3	70	3	72	4211.56532	9889.51808	4391.2927	1967881720
b	3	70	3	73	6979.279638	2808.6752	-1892.2511	2016279650
b	3	70	3	74	6094.34564	1726.45262	1799.51575	2249931586
b	3	75	3	75	7820.84394	3370.43582	4556.13965	1542651700
b	3	75	3	76	8583.36858	1550.88642	3972.40711	2107810450
b	3	75	3	77	4932.33574	10062.49407	2517.9213	1638218900
b	3	75	3	78	7982.17177	3899.900223	10765.10614	1853442830
